"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL5069792";"";"";"Unknown";"";"488.94";"4";"5";"4.39";"124.67";"8";"4";"0";"5";"N";"0.33";"13.13";"4.13";"3.03";"3.03";"4";"MOL";"-1";"35";"9";"4";"0";"488.1364";"-1.11";"NEUTRAL";"C25H21ClN6O3";"CC1=C(C(=O)Nc2ccc(CO)nc2)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1";"QVBXXYGLLMIBDH-UHFFFAOYSA-N"
"CHEMBL5077396";"";"";"Unknown";"";"490.96";"4";"5";"3.62";"122.26";"9";"3";"0";"5";"N";"0.39";"None";"5.05";"2.37";"2.37";"4";"MOL";"-1";"35";"10";"3";"0";"490.1632";"-1.67";"NEUTRAL";"C24H23ClN8O2";"CC1=C(C(=O)NCc2cnn(C)c2)C(c2ccc(C)cc2Cl)N=C(Nc2nc3cnccc3o2)N1";"SQDBRVJLCGATJN-UHFFFAOYSA-N"
"CHEMBL3903070";"";"";"Small molecule";"";"463.57";"2";"2";"3.24";"112.45";"8";"4";"0";"7";"N";"0.32";"7.24";"9.57";"0.29";"0.14";"3";"MOL";"-1";"33";"9";"4";"0";"463.1790";"-1.28";"BASE";"C23H25N7O2S";"O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(-c4csc(CNC5CCCC5)c4)nc23)N1";"SWYZKMDPKXGAIK-UWVJOHFNSA-N"
"CHEMBL5092533";"";"";"Unknown";"";"487.95";"4";"7";"5.00";"111.78";"7";"4";"0";"5";"N";"0.32";"9.60";"4.11";"4.17";"4.17";"4";"MOL";"-1";"35";"8";"4";"0";"487.1411";"-0.98";"NEUTRAL";"C26H22ClN5O3";"CC1=C(C(=O)Nc2cccc(CO)c2)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1";"PXHZLTZIOXCTSR-UHFFFAOYSA-N"
"CHEMBL5081118";"";"";"Unknown";"";"612.02";"4";"7";"6.11";"154.63";"9";"4";"2";"6";"N";"0.18";"3.57";"5.92";"3.09";"1.48";"5";"MOL";"-1";"44";"11";"4";"3";"611.1484";"-1.17";"ACID";"C31H23ClFN7O4";"CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)C(c2ccc(-c3ccc(C)nc3)cc2Cl)N=C(Nc2nc3ccc(F)cc3o2)N1";"DWFLWZLSCXJHEM-UHFFFAOYSA-N"
"CHEMBL3683758";"";"";"Small molecule";"";"664.87";"1";"1";"4.73";"142.27";"7";"3";"1";"14";"N";"0.21";"None";"2.08";"4.70";"4.70";"3";"MOL";"-1";"47";"10";"4";"1";"664.3295";"-0.82";"NEUTRAL";"C36H48N4O6S";"COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(N)cc(C(=O)N(C)C3CCCCC3)c2)cc1";"SQAZQZYDYXREDP-SZAHLOSFSA-N"
"CHEMBL3683769";"";"";"Small molecule";"";"677.82";"1";"1";"4.02";"155.17";"9";"2";"1";"15";"N";"0.19";"13.32";"2.34";"2.58";"2.58";"4";"MOL";"-1";"48";"12";"2";"2";"677.2883";"-1.01";"NEUTRAL";"C35H43N5O7S";"COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cncc(C(=O)N(C)Cc3nc(C)oc3C)c2)cc1";"PSGFQJHBCZQWPO-CQTOTRCISA-N"
"CHEMBL3929183";"";"";"Small molecule";"";"384.40";"2";"2";"0.11";"125.78";"9";"3";"0";"4";"N";"0.50";"7.24";"2.14";"-0.08";"-0.46";"2";"MOL";"-1";"28";"11";"3";"1";"384.1658";"-1.41";"NEUTRAL";"C17H20N8O3";"O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(N4CCCOCC4)nc23)N1";"BPTJNXXFFXLTRP-WQLSENKSSA-N"
"CHEMBL3908708";"";"";"Small molecule";"";"470.50";"1";"1";"1.08";"143.58";"10";"3";"0";"5";"N";"0.37";"7.24";"3.82";"1.06";"0.68";"3";"MOL";"-1";"35";"12";"3";"1";"470.1927";"-1.65";"NEUTRAL";"C23H22N10O2";"N#Cc1cccnc1N1CCN(c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)CC1";"QLLSUQJOXFVSNV-YVLHZVERSA-N"
"CHEMBL3938985";"";"";"Small molecule";"";"410.83";"2";"2";"2.28";"125.34";"8";"4";"0";"5";"N";"0.38";"7.24";"0.85";"2.02";"1.64";"3";"MOL";"-1";"29";"10";"4";"0";"410.1006";"-1.47";"NEUTRAL";"C18H15ClN8O2";"O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(Nc4cccc(Cl)c4)nc23)N1";"UVBVBKKAPHZRDS-MLPAPPSSSA-N"
"CHEMBL3969595";"";"";"Small molecule";"";"369.39";"2";"2";"0.30";"128.58";"9";"4";"0";"5";"N";"0.44";"7.53";"6.93";"-0.66";"-0.65";"2";"MOL";"-1";"27";"11";"4";"1";"369.1662";"-1.01";"NEUTRAL";"C16H19N9O2";"O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(NN4CCCC4)nc23)N1";"QVGYEJUJGPBCDZ-XFFZJAGNSA-N"
"CHEMBL3907977";"";"";"Small molecule";"";"617.64";"1";"2";"5.01";"112.65";"8";"2";"2";"11";"N";"0.18";"None";"5.60";"5.20";"5.20";"3";"MOL";"-1";"44";"8";"3";"2";"617.2513";"-0.56";"NEUTRAL";"C32H35F4N3O5";"CC(C)(C)OC[C@H](NCCc1cc(F)c(-n2c(N)c(C(=O)c3ccc(F)cc3F)ccc2=O)c(F)c1)C(=O)OC1CCCC1";"FKDUYZHLLUGCPC-SANMLTNESA-N"
"CHEMBL3944151";"";"";"Small molecule";"";"421.44";"1";"1";"2.80";"112.45";"7";"4";"0";"6";"N";"0.36";"7.24";"3.92";"1.74";"1.36";"3";"MOL";"-1";"31";"9";"4";"0";"421.1663";"-1.34";"NEUTRAL";"C21H20FN7O2";"CC(Nc1cc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1)c1ccc(F)cc1";"BQORMBHRQYHMMG-PXNMLYILSA-N"
"CHEMBL3654504";"";"";"Small molecule";"";"481.63";"2";"2";"5.54";"73.91";"5";"2";"1";"5";"N";"0.35";"13.21";"7.98";"4.40";"3.72";"5";"MOL";"-1";"35";"6";"2";"1";"481.1936";"-1.83";"NEUTRAL";"C28H27N5OS";"Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCCN(Cc5csc6ccccc56)C4)cc23)ccn1";"LCSWRALGTKBZNR-JOCHJYFZSA-N"
"CHEMBL3941367";"";"";"Small molecule";"";"421.44";"1";"1";"2.80";"112.45";"7";"4";"0";"6";"N";"0.36";"7.24";"3.92";"1.74";"1.36";"3";"MOL";"-1";"31";"9";"4";"0";"421.1663";"-1.37";"NEUTRAL";"C21H20FN7O2";"CC(Nc1cc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1)c1ccccc1F";"ANMJVGXWOKBOPT-PXNMLYILSA-N"
"CHEMBL3392312";"";"";"Small molecule";"";"408.29";"3";"26";"4.02";"89.85";"5";"3";"0";"3";"N";"0.67";"None";"7.54";"3.96";"3.59";"3";"MOL";"-1";"23";"5";"5";"0";"347.0705";"-1.28";"NEUTRAL";"C18H19Cl2N5O2";"CC(=O)O.Cc1c(CNc2ccc(Cl)c(Cl)c2)ccc2nc(N)nc(N)c12";"AGDOERBZGVNMOD-UHFFFAOYSA-N"
"CHEMBL3942253";"";"";"Small molecule";"";"391.42";"2";"2";"2.08";"124.21";"8";"3";"0";"4";"N";"0.46";"7.24";"1.05";"1.18";"0.80";"3";"MOL";"-1";"28";"9";"3";"0";"391.0851";"-1.30";"NEUTRAL";"C18H13N7O2S";"N#Cc1ccc(-c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)s1";"OMZYMPYXMRQFTL-ACAGNQJTSA-N"
"CHEMBL3654459";"";"";"Small molecule";"";"429.50";"2";"3";"4.16";"73.91";"4";"2";"0";"5";"N";"0.50";"13.20";"7.02";"3.54";"3.39";"4";"MOL";"-1";"32";"6";"2";"0";"429.1965";"-1.90";"NEUTRAL";"C25H24FN5O";"O=C(NC1CCCN(Cc2ccccc2F)C1)c1ccc2[nH]nc(-c3ccncc3)c2c1";"NWDKBBCVWYJPGV-UHFFFAOYSA-N"
"CHEMBL4114055";"";"";"Small molecule";"";"338.50";"1";"3";"3.64";"46.33";"2";"1";"0";"3";"N";"0.91";"None";"10.69";"3.73";"0.65";"1";"MOL";"-1";"25";"3";"2";"0";"338.2358";"0.44";"BASE";"C22H30N2O";"NC(=O)c1ccc2c(c1)[C@@]13CCCCC1[C@@H](C2)N(CC1CCC1)CC3";"GIZYPGRXWUVSHP-KXBOQVSUSA-N"
"CHEMBL3695711";"";"";"Small molecule";"";"535.65";"1";"1";"4.47";"108.72";"6";"2";"1";"9";"N";"0.33";"8.81";"None";"3.82";"3.81";"4";"MOL";"-1";"37";"8";"2";"1";"535.1236";"-1.85";"NEUTRAL";"C27H25N3O5S2";"O=C1CCc2cc(S(=O)(=O)NC(C(=O)N(Cc3ccco3)Cc3cccs3)c3ccccc3)ccc2N1";"VVGGETLFAOTUSD-UHFFFAOYSA-N"
"CHEMBL3963467";"";"";"Small molecule";"";"486.57";"1";"1";"5.82";"85.36";"6";"1";"1";"5";"N";"0.32";"13.63";"4.84";"5.02";"5.02";"4";"MOL";"-1";"34";"6";"1";"1";"486.0708";"-1.15";"NEUTRAL";"C26H18N2O4S2";"O=C(/C=C/c1cccnc1)Nc1ccc(S(=O)(=O)c2cccc3c2Oc2ccccc2S3)cc1";"QJDOGXLZUHRCNE-XNTDXEJSSA-N"
"CHEMBL4108016";"";"";"Small molecule";"";"437.89";"2";"2";"3.52";"112.45";"7";"4";"0";"6";"N";"0.35";"7.24";"2.73";"2.75";"2.38";"3";"MOL";"-1";"31";"9";"4";"0";"437.1367";"-1.21";"NEUTRAL";"C21H20ClN7O2";"C[C@@H](Nc1cc(Nc2cccc(Cl)c2)nc2c(/C=C3\NC(=O)NC3=O)cnn12)C1CC1";"ZSWJGFKESRKFDS-CRZGJZTJSA-N"
"CHEMBL5080417";"";"";"Unknown";"";"495.38";"1";"2";"5.83";"85.84";"6";"1";"1";"5";"N";"0.35";"13.13";"4.00";"4.49";"4.49";"4";"MOL";"-1";"35";"7";"1";"1";"495.1130";"-1.88";"NEUTRAL";"C22H15F6N5O2";"C[C@@H](c1ccc(C(F)(F)F)cc1C(F)(F)F)n1cc(NC(=O)c2cc(-c3cccnc3)on2)cn1";"HOAYILKCKQPIDB-LBPRGKRZSA-N"
"CHEMBL5094912";"";"";"Unknown";"";"524.42";"1";"2";"6.45";"82.18";"6";"1";"2";"6";"N";"0.29";"13.12";"1.21";"5.55";"5.55";"4";"MOL";"-1";"37";"7";"1";"2";"524.1283";"-1.59";"NEUTRAL";"C24H18F6N4O3";"COc1ccccc1-c1cc(C(=O)Nc2cnn([C@H](C)c3ccc(C(F)(F)F)cc3C(F)(F)F)c2)no1";"BXVXVOJVUHJPGZ-CYBMUJFWSA-N"
"CHEMBL5087939";"";"";"Unknown";"";"359.35";"1";"2";"3.30";"109.88";"7";"1";"0";"5";"N";"0.59";"12.92";"1.25";"2.45";"2.45";"4";"MOL";"-1";"27";"8";"1";"0";"359.1018";"-2.86";"NEUTRAL";"C19H13N5O3";"N#Cc1ccc(Cn2cc(NC(=O)c3cc(-c4ccco4)on3)cn2)cc1";"XCYGXYIZHCUUFW-UHFFFAOYSA-N"
"CHEMBL3654586";"";"";"Small molecule";"";"567.55";"1";"1";"4.83";"100.44";"7";"2";"1";"6";"N";"0.29";"12.88";"6.55";"5.43";"5.37";"5";"MOL";"-1";"41";"9";"2";"1";"567.2006";"-1.81";"NEUTRAL";"C28H25F4N7O2";"COc1cccc(F)c1CN1CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nc(C(F)(F)F)nn5c4)c3c2)C1";"FFRHYIGALQAZAY-GOSISDBHSA-N"
"CHEMBL5072536";"";"";"Unknown";"";"379.46";"1";"1";"2.38";"95.66";"4";"3";"0";"5";"N";"0.55";"None";"4.15";"1.77";"1.77";"2";"MOL";"-1";"28";"6";"4";"0";"379.1896";"-0.88";"NEUTRAL";"C22H25N3O3";"C#CC(=O)N(c1ccc(CO)cc1)C(C(=O)NC(C)(C)C)c1ccc(N)cc1";"ZOBGFTMSKCWTJT-UHFFFAOYSA-N"
"CHEMBL3949356";"";"";"Small molecule";"";"188.27";"1";"1";"0.78";"38.05";"2";"2";"0";"4";"N";"0.54";"None";"9.18";"1.50";"-1.34";"1";"MOL";"-1";"14";"2";"3";"0";"188.1313";"-0.28";"BASE";"C12H16N2";"NCC#CCNCCc1ccccc1";"JBIFBBLXXZNKJS-UHFFFAOYSA-N"
"CHEMBL1784578";"";"";"Small molecule";"";"279.35";"10";"15";"3.06";"55.11";"5";"1";"0";"2";"N";"0.78";"None";"None";"3.33";"3.33";"3";"MOL";"-1";"21";"5";"1";"0";"279.1484";"-2.13";"NEUTRAL";"C16H17N5";"Cc1cc(Nc2ccc3c(c2)CCCC3)n2ncnc2n1";"HLJDHIBNAUEZQQ-UHFFFAOYSA-N"
"CHEMBL3894610";"";"";"Small molecule";"";"507.49";"1";"1";"5.14";"100.21";"5";"2";"2";"7";"N";"0.36";"3.43";"None";"4.26";"0.86";"4";"MOL";"-1";"37";"7";"2";"2";"507.1493";"-0.64";"ACID";"C28H23F2NO6";"O=C(O)[C@@H]1CCCN1C(=O)c1cccc(COc2ccc(-c3cc(F)c(F)c4c(CO)coc34)cc2)c1";"MMJXHJQBOSSAJV-QHCPKHFHSA-N"
"CHEMBL12497";"";"";"Small molecule";"";"442.54";"2";"5";"2.83";"41.37";"4";"0";"0";"4";"N";"0.73";"None";"6.95";"2.61";"2.48";"3";"MOL";"-1";"26";"5";"0";"0";"346.1794";"-2.01";"NEUTRAL";"C22H26N4O4S";"CS(=O)(=O)O.O=C(c1ccc(-n2ccnc2)cc1)N1CCN(Cc2ccccc2)CC1";"NWCJPWUOYPSGLO-UHFFFAOYSA-N"
"CHEMBL3896614";"";"";"Small molecule";"";"554.74";"1";"1";"4.84";"89.51";"7";"1";"1";"9";"N";"0.30";"None";"10.21";"3.36";"-0.35";"4";"MOL";"-1";"41";"8";"2";"1";"554.3369";"-0.76";"BASE";"C33H42N6O2";"C[C@@H]1CN(C(=O)Cn2c3ccccc3c3ccnc(CN(CCCCN)C4CCCc5cccnc54)c32)C[C@H](C)O1";"FWHNJLUNLZEIMP-QBONCRILSA-N"
"CHEMBL3933435";"";"";"Unknown";"";"";"3";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"-1";"";"";"";"";"";"";"";"";"";""
"CHEMBL3915133";"";"";"Unknown";"";"";"3";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"-1";"";"";"";"";"";"";"";"";"";""
"CHEMBL4115672";"";"";"Small molecule";"";"420.43";"2";"2";"1.02";"145.57";"9";"5";"0";"7";"N";"0.28";"7.24";"2.25";"0.54";"0.16";"3";"MOL";"-1";"31";"11";"5";"1";"420.1658";"-0.81";"NEUTRAL";"C20H20N8O3";"O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(N[C@H](CO)c4ccccc4)nc23)N1";"MAQURAHVKKRNQG-CKNOQMABSA-N"
"CHEMBL3658416";"";"";"Small molecule";"";"648.71";"1";"1";"5.54";"103.45";"7";"2";"2";"7";"N";"0.24";"13.30";"5.06";"4.72";"4.72";"5";"MOL";"-1";"46";"9";"2";"2";"648.2130";"-1.56";"NEUTRAL";"C33H31F3N6O3S";"COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccc5nc(C)sc5c4)c3c2)CC[C@H]1C(=O)N1CC(F)(F)C1";"MMYLFCPVLDYFOW-ZBLYBZFDSA-N"
"CHEMBL3900606";"";"";"Small molecule";"";"479.55";"2";"2";"1.52";"154.44";"9";"5";"0";"8";"N";"0.28";"7.24";"2.27";"0.54";"0.16";"2";"MOL";"-1";"35";"12";"5";"1";"479.2393";"-1.08";"NEUTRAL";"C23H29N9O3";"O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(N[C@H]4CC[C@H](NC(=O)CC5CC5)CC4)nc23)N1";"GGHDVXJEAFPLAL-HJGBLPHTSA-N"
"CHEMBL3648397";"";"";"Small molecule";"";"388.44";"5";"5";"1.88";"75.71";"4";"1";"0";"4";"N";"0.85";"None";"None";"2.32";"2.32";"1";"MOL";"-1";"28";"6";"1";"0";"388.1798";"-0.14";"NEUTRAL";"C21H25FN2O4";"O=C(N[C@H](C(=O)N1C[C@H](F)[C@H]2OCC(=O)[C@H]21)C1CCCCC1)c1ccccc1";"KKKHMKQUVHHTJX-GDAAHCPNSA-N"
"CHEMBL3963002";"";"";"Small molecule";"";"406.41";"2";"2";"1.20";"145.57";"9";"5";"0";"6";"N";"0.30";"7.24";"2.31";"0.87";"0.48";"3";"MOL";"-1";"30";"11";"5";"1";"406.1502";"-0.87";"NEUTRAL";"C19H18N8O3";"O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(NCc4ccc(O)cc4)nc23)N1";"MFZXXWZVHDTUOV-AUWJEWJLSA-N"
"CHEMBL5083048";"";"";"Unknown";"";"494.40";"1";"2";"5.57";"88.49";"5";"2";"1";"5";"N";"0.36";"8.87";"3.68";"4.82";"4.80";"4";"MOL";"-1";"35";"7";"2";"1";"494.1290";"-1.84";"NEUTRAL";"C22H16F6N6O";"C[C@H](c1ccc(C(F)(F)F)cc1C(F)(F)F)n1cc(NC(=O)c2cc(-c3ccccn3)[nH]n2)cn1";"HOBLFVHMYZPZMR-GFCCVEGCSA-N"
"CHEMBL5078717";"";"";"Unknown";"";"402.88";"1";"1";"4.36";"49.41";"2";"1";"0";"6";"N";"0.62";"13.63";"None";"4.64";"4.64";"3";"MOL";"-1";"29";"4";"1";"0";"402.1135";"-1.45";"NEUTRAL";"C24H19ClN2O2";"C#CC(=O)N(c1cccc(Cl)c1)C(C(=O)NCc1ccccc1)c1ccccc1";"ZHBDNEVJDGVIRL-UHFFFAOYSA-N"
"CHEMBL3977797";"";"";"Small molecule";"";"448.49";"2";"2";"2.28";"134.57";"9";"4";"0";"8";"N";"0.30";"7.24";"2.31";"1.79";"1.41";"3";"MOL";"-1";"33";"11";"4";"1";"448.1971";"-1.23";"NEUTRAL";"C22H24N8O3";"CC(C)Oc1ccccc1CNc1nc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1";"OZJFLDXDYVJEMG-SXGWCWSVSA-N"
"CHEMBL3700535";"";"";"Small molecule";"";"434.52";"1";"1";"4.18";"94.56";"6";"3";"0";"7";"N";"0.40";"3.62";"8.51";"1.06";"1.04";"4";"MOL";"-1";"31";"7";"3";"0";"434.1413";"-1.65";"ZWITTERION";"C23H22N4O3S";"CN(C)CCNC(=O)c1cccc(Nc2nc3cc(C(=O)O)ccc3c3sccc23)c1";"BTRYJVJRBOOFJJ-UHFFFAOYSA-N"
"CHEMBL3931567";"";"";"Small molecule";"";"491.48";"2";"2";"1.76";"129.96";"8";"3";"0";"5";"N";"0.37";"7.24";"1.56";"0.64";"0.26";"3";"MOL";"-1";"36";"11";"3";"1";"491.1717";"-1.73";"NEUTRAL";"C24H22FN7O4";"O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(-c4ccc(F)c(C(=O)N5CCOCC5)c4)nc23)N1";"ISHYJVDNHFGZJA-GRSHGNNSSA-N"
"CHEMBL339747";"";"";"Small molecule";"";"440.37";"2";"4";"3.97";"118.77";"6";"2";"0";"8";"N";"0.36";"11.59";"None";"3.76";"3.76";"2";"MOL";"-1";"31";"8";"2";"0";"440.1195";"-1.06";"NEUTRAL";"C20H19F3N2O6";"CCC(=O)c1ccc(OC[C@](C)(O)C(=O)Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)cc1";"JYIHYGBCNAMGBZ-IBGZPJMESA-N"
"CHEMBL3700558";"";"";"Small molecule";"";"380.38";"1";"1";"4.65";"79.38";"6";"2";"0";"3";"N";"0.48";"4.27";"3.05";"4.39";"3.01";"5";"MOL";"-1";"27";"6";"2";"0";"380.0656";"-2.14";"ACID";"C18H10F2N6S";"Fc1cc(F)cc(Nc2nc3cc(-c4nnn[nH]4)ccc3c3sccc23)c1";"HTSAGFOVQJJDKY-UHFFFAOYSA-N"
"CHEMBL3892566";"";"";"Small molecule";"";"418.46";"2";"2";"2.11";"125.34";"8";"4";"0";"6";"N";"0.36";"7.24";"2.31";"2.20";"1.82";"3";"MOL";"-1";"31";"10";"4";"0";"418.1866";"-1.05";"NEUTRAL";"C21H22N8O2";"Cc1cccc(C)c1CNc1nc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1";"GNBPGHFCDDKBGH-PXNMLYILSA-N"
"CHEMBL3700472";"";"";"Small molecule";"";"496.49";"1";"1";"6.47";"101.06";"7";"3";"1";"6";"N";"0.26";"12.81";"2.35";"5.74";"5.74";"4";"MOL";"-1";"36";"8";"3";"1";"496.1835";"-1.49";"NEUTRAL";"C25H23F3N6O2";"CC(C)OC(=O)Nc1ccc2c(c1)nc(Nc1cccc(C(F)(F)F)c1)c1nc(NC3CC3)ncc12";"HFIMZLRNGHNVKX-UHFFFAOYSA-N"
"CHEMBL3700466";"";"";"Small molecule";"";"474.88";"1";"1";"5.42";"112.92";"7";"3";"1";"6";"N";"0.28";"3.76";"3.10";"4.17";"1.43";"5";"MOL";"-1";"34";"8";"3";"1";"474.1007";"-1.75";"ACID";"C24H16ClFN6O2";"O=C(O)c1ccc2c(c1)nc(Nc1ccc(F)c(Cl)c1)c1nc(NCc3ccccn3)ncc12";"IETBZXUFPYEKHK-UHFFFAOYSA-N"
"CHEMBL3654511";"";"";"Small molecule";"";"498.56";"2";"2";"4.42";"87.55";"6";"2";"0";"6";"N";"0.36";"12.91";"7.52";"3.04";"2.75";"5";"MOL";"-1";"37";"8";"2";"0";"498.2180";"-1.54";"NEUTRAL";"C28H27FN6O2";"COc1cccc(F)c1CN1CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc5cncn5c4)c3c2)C1";"DJHIGCVRBVIBCE-HXUWFJFHSA-N"
"CHEMBL3889858";"";"";"Small molecule";"";"435.34";"1";"1";"4.71";"69.37";"7";"0";"0";"3";"N";"0.56";"None";"3.62";"4.33";"4.33";"3";"MOL";"-1";"28";"6";"0";"0";"434.0371";"-0.83";"NEUTRAL";"C19H16Cl2N4O2S";"COC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2c(sc(Cl)c2C)-n2c(C)nnc21";"BOAAVUCORGTJIT-ZDUSSCGKSA-N"
"CHEMBL5082641";"";"";"Unknown";"";"445.38";"3";"12";"4.95";"85.84";"6";"1";"0";"5";"N";"0.44";"12.98";"1.91";"4.14";"4.14";"4";"MOL";"-1";"32";"7";"1";"0";"445.1162";"-2.12";"NEUTRAL";"C21H15F4N5O2";"C[C@H](c1ccc(F)cc1C(F)(F)F)n1cc(NC(=O)c2cc(-c3ccccn3)on2)cn1";"DKGRGRHRWBAZON-GFCCVEGCSA-N"
"CHEMBL3965883";"";"";"Small molecule";"";"423.86";"1";"1";"3.19";"112.45";"7";"4";"0";"5";"N";"0.37";"7.24";"2.79";"2.54";"2.16";"3";"MOL";"-1";"30";"9";"4";"0";"423.1211";"-1.40";"NEUTRAL";"C20H18ClN7O2";"Cc1ccc(Cl)cc1Nc1cc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1";"CIJOAWWWEVDSBD-UUASQNMZSA-N"
"CHEMBL4107697";"";"";"Small molecule";"";"447.43";"2";"2";"2.06";"149.13";"9";"4";"0";"6";"N";"0.33";"7.24";"2.28";"1.58";"1.21";"3";"MOL";"-1";"33";"11";"4";"1";"447.1567";"-1.51";"NEUTRAL";"C21H18FN9O2";"C[C@@H](Nc1nc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1)c1ccc(C#N)cc1F";"WNFFOBCDONSCGD-SMUOPJFFSA-N"
"CHEMBL3654351";"";"";"Small molecule";"";"417.94";"1";"2";"5.55";"37.61";"3";"0";"1";"6";"N";"0.41";"None";"5.12";"5.19";"5.19";"4";"MOL";"-1";"30";"4";"0";"1";"417.1608";"-1.88";"NEUTRAL";"C25H24ClN3O";"CCN(Cc1ccccc1)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2cc(C)ccn12";"ZKXBCTBEVJXSSK-UHFFFAOYSA-N"
"CHEMBL3953242";"";"";"Small molecule";"";"300.28";"2";"2";"-0.54";"139.33";"8";"4";"0";"3";"N";"0.44";"7.24";"2.56";"-0.86";"-1.24";"2";"MOL";"-1";"22";"10";"5";"0";"300.1083";"-1.01";"NEUTRAL";"C12H12N8O2";"Nc1nc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1";"UDFNOCZIRYYIIZ-CLTKARDFSA-N"
"CHEMBL3927776";"";"";"Small molecule";"";"352.43";"1";"1";"4.18";"81.42";"3";"2";"0";"4";"N";"0.87";"None";"None";"4.28";"4.28";"2";"MOL";"-1";"26";"5";"3";"0";"352.1787";"-0.87";"NEUTRAL";"C21H24N2O3";"Cc1ccc(OC(=O)NC2CCCCC2)cc1-c1cccc(C(N)=O)c1";"OWDDTHVKDDWPSM-UHFFFAOYSA-N"
"CHEMBL3683771";"";"";"Small molecule";"";"705.88";"3";"3";"4.66";"154.31";"9";"3";"1";"16";"N";"0.15";"None";"3.10";"3.27";"3.27";"4";"MOL";"-1";"50";"12";"3";"2";"705.3196";"-0.95";"NEUTRAL";"C37H47N5O7S";"CNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)cc(C(=O)N(C)Cc2nc(C)oc2C)c1";"NKUCLDPJMBMPKV-QWOOXDRHSA-N"
"CHEMBL2172356";"";"";"Small molecule";"";"309.45";"5";"44";"3.21";"69.48";"5";"2";"0";"11";"N";"0.61";"10.36";"5.02";"3.62";"3.61";"1";"MOL";"-1";"22";"5";"2";"0";"309.2416";"-0.10";"NEUTRAL";"C17H31N3O2";"Cc1nc(N(C)C)nc(CCCCCCCCCCO)c1O";"VFFBEOUFULTFSB-UHFFFAOYSA-N"
"CHEMBL3654607";"";"";"Small molecule";"";"529.64";"1";"1";"5.63";"83.14";"6";"2";"2";"6";"N";"0.30";"13.30";"6.87";"5.10";"4.99";"5";"MOL";"-1";"38";"7";"2";"2";"529.1948";"-1.67";"NEUTRAL";"C29H28FN5O2S";"COc1cccc(F)c1CN1C[C@H](C)C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccc5ncsc5c4)c3c2)C1";"KGEDOMHYTIWKTE-XLIONFOSSA-N"
